Plant Species Name,Insect Species Name,DBIF Source,Interaction Frequency
Clematis vitalba,Gymnoscelis rufifasciata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Clematis vitalba,Gymnoscelis rufifasciata,Brit. Ent. and Nat. Hist. Soc. (1981) An identification guide to the British pugs. Lepidoptera Geometridae  1-42,1
Clematis vitalba,Hemistola chrysoprasaria,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Clematis vitalba,Hemistola chrysoprasaria,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Clematis vitalba,Horisme tersata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Clematis vitalba,Horisme tersata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Clematis vitalba,Horisme vitalbata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Clematis vitalba,Horisme vitalbata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Clematis vitalba,Lacanobia oleracea,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Clematis vitalba,Melanthia procellata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Clematis vitalba,Melanthia procellata,"Michaelis, H.N.(1981) Entomologist's Rec. J. Var. 93 40-40",1
Clematis vitalba,Melanthia procellata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Clematis vitalba,Peribatodes rhomboidaria,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Clematis vitalba,Phytomyza clematidis,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Clematis vitalba,Phytomyza fulgens,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Clematis vitalba,Phytomyza vitalbae,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Clematis vitalba,Scopula nigropunctata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Clematis vitalba,Spilosoma lubricipeda,"West, B.K.(1984) Entomologist's Rec. J. Var. 96 180-181",1
Clematis vitalba,Spilosoma lutea,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Clematis vitalba,Thrips major,"Mound, L.A. * et al.(1976) Handbk Ident. Br. Insects I:11 1-79",1
Clematis vitalba,Thrips vulgatissimus,"Mound, L.A. * et al.(1976) Handbk Ident. Br. Insects I:11 1-79",1
Clematis vitalba,Xylocleptes bispinus,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Clematis vitalba,Xylocleptes bispinus,"Duffy, E.A.J.(1953) Handbk Ident. Br. Insects V:15 1-20",1
Clematis vitalba,Xylocleptes bispinus,() Entomologist's Rec. J. Var.  ,1
Clematis vitalba,Xylocleptes bispinus,"Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77",1
Clinopodium acinos,Coleophora tricolor,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Clinopodium ascendens,Longitarsus lycopi,"Allen, A.A.(1967) Entomologist's mon. Mag. 103 154-155",1
Clinopodium ascendens,Squamapion flavimanum,"Allen, A.A.(1967) Entomologist's mon. Mag. 103 154-155",1
Clinopodium vulgare,Cerosipha clinopodii,"Stroyan, H.L.G.(1984) Handbk Ident. Br. Insects 2:6 1-232",1
Clinopodium vulgare,Cerosipha clinopodii,"Wood-Baker, C.S.(1977) Entomologist's mon. Mag. 113 205-205",1
Clinopodium vulgare,Coleophora albitarsella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Clinopodium vulgare,Phytomyza obscura,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Clinopodium vulgare,Rhopalus (Rhopalus) subrufus,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Clinopodium vulgare,Thrips atratus,"Ward, L.K.(1973) Entomologist 106 97-113",1
Clinopodium vulgare,Thrips vulgatissimus,"Mound, L.A. * et al.(1976) Handbk Ident. Br. Insects I:11 1-79",1
Cochlearia anglica,Frankliniella intonsa,"Morison, G.D.(1948) Lond. Nat. (Suppl.) 27 37-75",1
Cochlearia danica,Pieris napi,"Heslop Harrison, J.W(1939) Entomologist 72 79-80",1
Cochlearia officinalis,Lipaphis (Lipaphis) cochleariae,"Stroyan, H.L.G.(1957) Trans. r. ent. Soc. Lond. 109 311-360",1
Cochlearia officinalis,Rhigognostis annulatella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Colchicum autumnale,Tricimba cincta,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",1
Conium maculatum,Aethes beatricella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Conium maculatum,Agonopterix alstromeriana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Conium maculatum,Agonopterix heracliana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Conium maculatum,Chamaepsila rosae preocc.,"Wheatley, G.A.(1979) Advis. Leafl. Minist. Agric. Fish. Fd. :68 1-11",1
Conium maculatum,Chrysolina oricalcia,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Conium maculatum,Depressaria sordidatella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Conium maculatum,Dysaphis (Dysaphis) lauberti,"Stroyan, H.L.G. (1963) A Revision of the British species of <Dysaphis> Borner (<Sappaphis> auctt. nec Mats.) :No 2 1-119",1
Conium maculatum,Lacanobia oleracea,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Conium maculatum,Phlogophora meticulosa,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Conium maculatum,Phymatodes testaceus,"Duffy, E.A.J. (1953) A monograph of the immature stages of British and imported timber beetles (Cerambycidae)  1-350",1
Conium maculatum,Phytomyza conii,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Conopodium majus,Depressaria pulcherrimella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Conopodium majus,Odezia atrata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Conopodium majus,Odezia atrata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Conopodium majus,Phytomyza chaerophylli,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Convallaria majalis,Antitype chi,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Convallaria majalis,Korscheltellus lupulina,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Convallaria majalis,Korscheltellus lupulina,Anon.(1979) Advis. Leafl. Minist. Agric. Fish. Fd. :160 1-4,1
Convolvulus arvensis,Aceria convolvuli,"Bagnall, R.S. & Harrison, J.W.H.(1928) Ann. Mag. nat. Hist. 2 427-445",1
Convolvulus arvensis,Acontia trabealis,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Convolvulus arvensis,Acontia trabealis,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Convolvulus arvensis,Acontia trabealis,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Convolvulus arvensis,Agrius convolvuli,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Convolvulus arvensis,Bedellia somnulentella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Convolvulus arvensis,Gymnoscelis rufifasciata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Convolvulus arvensis,Heliothis peltigera,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Convolvulus arvensis,Idaea emarginata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Convolvulus arvensis,Idaea emarginata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Convolvulus arvensis,Lacanobia oleracea,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Convolvulus arvensis,Longitarsus pellucidus,"Allen, A.A. (1984) Comments on 1954 edition of Coleopterist's Handbook  ",2
Convolvulus arvensis,Longitarsus pellucidus,"Kevan, D.K.(1967) Entomologist's mon. Mag. 103 83-110",1
Convolvulus arvensis,Longitarsus pellucidus,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Convolvulus arvensis,Longitarsus rubiginosus,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Convolvulus arvensis,Longitarsus rubiginosus,"Read, R.W.J.(1983) Entomologist's mon. Mag. 119 192-192",1
Convolvulus arvensis,Lygocoris (Lygocoris) pabulinus,"Wightman, J.A.(1967) Entomologist 100 281-283",1
Convolvulus arvensis,Pterophorus pentadactyla,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Convolvulus arvensis,Scopula rubiginata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Convolvulus arvensis,Spilosoma lubricipeda,"West, B.K.(1984) Entomologist's Rec. J. Var. 96 180-181",1
Convolvulus arvensis,Tyta luctuosa,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Convolvulus arvensis,Tyta luctuosa,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Convolvulus tricolor,Bedellia somnulentella,"Sattler, K.(1986) Entomologist's Gaz. 37:1 52-52",1
Conyza canadensis,Cacoecimorpha pronubana,"Parsons, M.(1986) Entomologist's Rec. J. Var. 0098 0196-0196",1
Conyza canadensis,Calycomyza humeralis,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Conyza canadensis,Cochylidia heydeniana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Conyza canadensis,Haplothrips setiger,"Morison, G.D.(1949) Lond. Nat. (Suppl.) 28 76-131",1
Conyza canadensis,Neides tipularius,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Cornus alba,Aphis (Aphis) salicariae,"Stroyan, H.L.G.(1984) Handbk Ident. Br. Insects 2:6 1-232",1
Cornus mas,Acherontia atropos,"Aindow, P.A. & Aindow, P.A.(1988) Bull. amat. Ent. Soc. 47:359 89-96",1
Cornus sanguinea,Acasis viretata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Cornus sanguinea,Acasis viretata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Cornus sanguinea,Acherontia atropos,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Cornus sanguinea,Acherontia atropos,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Cornus sanguinea,Acherontia atropos,"Aindow, P.A. & Aindow, P.A.(1988) Bull. amat. Ent. Soc. 47:359 89-96",1
Cornus sanguinea,Acleris umbrana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Cornus sanguinea,Acronicta alni,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Cornus sanguinea,Allantus melanarius,"Benson, R.B.(1952) Handbk Ident. Br. Insects VI:2B 51-137",1
Cornus sanguinea,Alnetoidia alneti,"Claridge, M.F. & Wilson, M.R.(1981) Ecol. Entomol. 6 217-238",1
Cornus sanguinea,Antispila metallella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Cornus sanguinea,Antispila treitschkiella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Cornus sanguinea,Arctia villica,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Cornus sanguinea,Arctia villica,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Cornus sanguinea,Callophrys rubi,"Heath, J., Pollard, E. & Thomas, J. (1984) Atlas of Butterflies in Britain and Ireland  1-158",1
Cornus sanguinea,Callophrys rubi,"Howarth, T.G. (1973) South's British Butterflies  1-210",1
Cornus sanguinea,Callophrys rubi,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Cornus sanguinea,Carpatolechia decorella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Cornus sanguinea,Celastrina argiolus,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Cornus sanguinea,Celastrina argiolus,"Dennis, R.L.H. (1977) The British Butterflies their Origin and Establishment  1-318",1
Cornus sanguinea,Cepphis advenaria,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Cornus sanguinea,Cepphis advenaria,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Cornus sanguinea,Coleophora ahenella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Cornus sanguinea,Craneiobia corni,"Niblett, M.(1941) Entomologist 74 221-224",1
Cornus sanguinea,Craneiobia corni,"Niblett, M.(1948) Entomologist 81 142-144",1
Cornus sanguinea,Craneiobia corni,"Barnes, H.F. (1951) Gall midges of economic importance. Trees. 5 1-270",1
Cornus sanguinea,Craneiobia corni,() Diptera: Cecidomyiidae Slide Collection  ,1
Cornus sanguinea,Edwardsiana diversa,"Claridge, M.F. & Wilson, M.R.(1981) Ecol. Entomol. 6 217-238",1
Cornus sanguinea,Edwardsiana diversa,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Cornus sanguinea,Eupithecia exiguata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Cornus sanguinea,Eupithecia exiguata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Cornus sanguinea,Eupoecilia ambiguella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Cornus sanguinea,Jodis lactearia,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Cornus sanguinea,Lasiocampa quercus,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Cornus sanguinea,Noctua fimbriata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Cornus sanguinea,Pammene rhediella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Cornus sanguinea,Phyllocoptes depressus,"Bagnall, R.S. & Harrison, J.W.H.(1928) Ann. Mag. nat. Hist. 2 427-445",1
Cornus sanguinea,Phytomyza agromyzina,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Cornus sanguinea,Spatalistis bifasciana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Cornus sanguinea,Sphinx ligustri,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Cornus sanguinea,Thrips vulgatissimus,"Mound, L.A. * et al.(1976) Handbk Ident. Br. Insects I:11 1-79",1
Cornus sanguinea,Xestia ditrapezium,"Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288",1
Cornus suecica,Acherontia atropos,"Aindow, P.A. & Aindow, P.A.(1988) Bull. amat. Ent. Soc. 47:359 89-96",1
Coronilla varia,Colias alfacariensis,"Howarth, T.G. (1973) South's British Butterflies  1-210",1
Coronilla varia,Erynnis tages,"Dennis, R.L.H. (1977) The British Butterflies their Origin and Establishment  1-318",1
Coronilla varia,Syncopacma vinella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Coronilla varia,Xystophora pulveratella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Corylus avellana,Abraxas grossulariata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Corylus avellana,Abraxas grossulariata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Corylus avellana,Abraxas sylvata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Corylus avellana,Acanthosoma haemorrhoidale,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Corylus avellana,Acleris emargana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Corylus avellana,Acronicta alni,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Corylus avellana,Aculus comatus,"Massee, A.M. (1954 ) The pests of fruit and hops.  ",1
Corylus avellana,Aculus comatus,"Bagnall, R.S. & Harrison, J.W.H.(1928) Ann. Mag. nat. Hist. 2 427-445",1
Corylus avellana,Aculus comatus,"Massee, A.M. (1965) Acarina: Eriophyidae  ",1
Corylus avellana,Agelastica alni,"Cox, M.L. (1976) The taxonomy and biology of the British Chrysomelidae 2 141-375",1
Corylus avellana,Agrilus (Anambus) laticornis,"Levey, B.(1977) Handbk Ident. Br. Insects V:1B 1-8",1
Corylus avellana,Alcis repandata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Corylus avellana,Alebra coryli,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Corylus avellana,Alebra coryli,"Claridge, M.F. & Wilson, M.R.(1981) Ecol. Entomol. 6 217-238",1
Corylus avellana,Alebra wahlbergi,"China, W.E.(1943) Trans. Soc. Br. ent. 8:4 111-153",1
Corylus avellana,Aleurodes carpini,"Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17:9 399-428",1
Corylus avellana,Allantus coryli,"Benson, R.B.(1952) Handbk Ident. Br. Insects VI:2B 51-137",1
Corylus avellana,Alnetoidia alneti,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Corylus avellana,Alnetoidia alneti,"Claridge, M.F. & Wilson, M.R.(1981) Ecol. Entomol. 6 217-238",1
Corylus avellana,Altica brevicollis,"Allen, A.A. (1984) Comments on 1954 edition of Coleopterist's Handbook  ",1
Corylus avellana,Amphipyra pyramidea,"Shaw, M.R.(1981) Entomologist's Gaz. 32 165-167",1
Corylus avellana,Apoderus coryli,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Corylus avellana,Argyresthia ivella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Corylus avellana,Asteroscopus sphinx,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Corylus avellana,Asteroscopus sphinx,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Corylus avellana,Asthena albulata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Corylus avellana,Asthena albulata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Corylus avellana,Bucculatrix demaryella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Corylus avellana,Cabera exanthemata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Corylus avellana,Cabera pusaria,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Corylus avellana,Cabera pusaria,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
