"SPECIES","YEAR","NSITES","TR0OBS","TRMOBS","TR0SE","TIME_PERIOD","COUNTRY","SITES"
116,1981,41,1.82,2.62,0.0966,"1976-2021","UK","All"
116,1982,42,1.19,2,0.109,"1976-2021","UK","All"
116,1983,49,1.73,2.53,0.097,"1976-2021","UK","All"
116,1984,58,1.51,2.31,0.0975,"1976-2021","UK","All"
116,1985,64,0.75,1.55,0.101,"1976-2021","UK","All"
116,1986,69,0.71,1.51,0.101,"1976-2021","UK","All"
116,1987,81,0.72,1.52,0.101,"1976-2021","UK","All"
116,1988,93,0.53,1.33,0.103,"1976-2021","UK","All"
116,1989,109,0.91,1.71,0.0977,"1976-2021","UK","All"
116,1990,125,1.09,1.89,0.095,"1976-2021","UK","All"
116,1991,143,1.11,1.91,0.0948,"1976-2021","UK","All"
116,1992,164,1.22,2.02,0.0943,"1976-2021","UK","All"
116,1993,171,1.25,2.05,0.0945,"1976-2021","UK","All"
116,1994,191,1.2,2,0.0943,"1976-2021","UK","All"
116,1995,222,1.35,2.15,0.094,"1976-2021","UK","All"
116,1996,252,1.34,2.14,0.0939,"1976-2021","UK","All"
116,1997,263,1.33,2.14,0.0939,"1976-2021","UK","All"
116,1998,278,1.41,2.21,0.094,"1976-2021","UK","All"
116,1999,277,1.35,2.15,0.0939,"1976-2021","UK","All"
116,2000,292,1.35,2.15,0.0939,"1976-2021","UK","All"
116,2001,279,1.19,1.99,0.0943,"1976-2021","UK","All"
116,2002,312,1.44,2.24,0.0939,"1976-2021","UK","All"
116,2003,339,1.09,1.89,0.0944,"1976-2021","UK","All"
116,2004,342,1.35,2.15,0.0939,"1976-2021","UK","All"
116,2005,352,1.1,1.9,0.0943,"1976-2021","UK","All"
116,2006,365,1.15,1.95,0.0941,"1976-2021","UK","All"
116,2007,396,0.94,1.75,0.0947,"1976-2021","UK","All"
116,2008,423,1.06,1.86,0.0943,"1976-2021","UK","All"
116,2009,492,1.16,1.96,0.0941,"1976-2021","UK","All"
116,2010,509,1.15,1.95,0.0941,"1976-2021","UK","All"
116,2011,503,1.21,2.01,0.094,"1976-2021","UK","All"
116,2012,508,0.91,1.71,0.0946,"1976-2021","UK","All"
116,2013,535,1.24,2.04,0.0939,"1976-2021","UK","All"
116,2014,578,0.95,1.75,0.0944,"1976-2021","UK","All"
116,2015,626,0.97,1.77,0.0943,"1976-2021","UK","All"
116,2016,639,1.02,1.82,0.0943,"1976-2021","UK","All"
116,2017,690,1.14,1.94,0.094,"1976-2021","UK","All"
116,2018,733,1.6,2.41,0.0936,"1976-2021","UK","All"
116,2019,744,1.23,2.03,0.0939,"1976-2021","UK","All"
116,2020,626,1.37,2.17,0.0938,"1976-2021","UK","All"
116,2021,697,1.13,1.93,0.0941,"1976-2021","UK","All"
118,1992,5,2,2.58,0.0206,"1976-2021","UK","All"
118,1993,5,1.65,2.23,0.0226,"1976-2021","UK","All"
118,1994,6,1.72,2.3,0.022,"1976-2021","UK","All"
118,1995,6,1.59,2.17,0.0228,"1976-2021","UK","All"
118,1996,5,1.37,1.95,0.0264,"1976-2021","UK","All"
118,1997,5,1.33,1.91,0.0273,"1976-2021","UK","All"
118,1998,6,1.65,2.24,0.0223,"1976-2021","UK","All"
118,1999,6,1.91,2.49,0.0203,"1976-2021","UK","All"
118,2000,7,1.87,2.45,0.0206,"1976-2021","UK","All"
118,2001,7,1.63,2.21,0.0225,"1976-2021","UK","All"
118,2002,8,1.77,2.35,0.0214,"1976-2021","UK","All"
118,2003,10,1.73,2.31,0.0213,"1976-2021","UK","All"
118,2004,10,1.39,1.97,0.0251,"1976-2021","UK","All"
118,2005,9,1.54,2.12,0.0231,"1976-2021","UK","All"
118,2006,8,1.43,2.01,0.0247,"1976-2021","UK","All"
118,2007,16,1.13,1.71,0.0297,"1976-2021","UK","All"
118,2008,18,1.04,1.62,0.0293,"1976-2021","UK","All"
118,2009,19,0.86,1.44,0.034,"1976-2021","UK","All"
118,2010,21,0.76,1.34,0.0344,"1976-2021","UK","All"
118,2011,23,1.02,1.6,0.0282,"1976-2021","UK","All"
118,2012,21,1.11,1.69,0.0291,"1976-2021","UK","All"
118,2013,23,1.56,2.14,0.0217,"1976-2021","UK","All"
118,2014,24,1.56,2.14,0.0215,"1976-2021","UK","All"
118,2015,22,1.53,2.11,0.0222,"1976-2021","UK","All"
118,2016,24,1.24,1.82,0.0253,"1976-2021","UK","All"
118,2017,22,1,1.59,0.0294,"1976-2021","UK","All"
118,2018,24,1.06,1.64,0.0281,"1976-2021","UK","All"
118,2019,24,1.43,2.01,0.0231,"1976-2021","UK","All"
118,2020,24,1.39,1.97,0.0232,"1976-2021","UK","All"
118,2021,23,1.32,1.91,0.0263,"1976-2021","UK","All"
119,1977,26,2,1.55,0.0465,"1976-2021","UK","All"
119,1978,29,1.92,1.47,0.0452,"1976-2021","UK","All"
119,1979,40,2.6,2.15,0.0266,"1976-2021","UK","All"
119,1980,42,2.33,1.87,0.0309,"1976-2021","UK","All"
119,1981,43,2.31,1.86,0.0308,"1976-2021","UK","All"
119,1982,44,2.56,2.11,0.028,"1976-2021","UK","All"
119,1983,50,2.55,2.1,0.0266,"1976-2021","UK","All"
119,1984,55,2.59,2.14,0.0262,"1976-2021","UK","All"
119,1985,57,2.18,1.73,0.0338,"1976-2021","UK","All"
119,1986,69,2.34,1.89,0.0303,"1976-2021","UK","All"
119,1987,77,2.55,2.1,0.0281,"1976-2021","UK","All"
119,1988,88,2.56,2.11,0.0266,"1976-2021","UK","All"
119,1989,96,2.57,2.12,0.026,"1976-2021","UK","All"
119,1990,119,2.22,1.77,0.0296,"1976-2021","UK","All"
119,1991,127,2.81,2.36,0.0234,"1976-2021","UK","All"
119,1992,149,2.8,2.35,0.0235,"1976-2021","UK","All"
119,1993,158,2.58,2.13,0.0253,"1976-2021","UK","All"
119,1994,177,2.75,2.29,0.0239,"1976-2021","UK","All"
119,1995,220,2.82,2.37,0.0229,"1976-2021","UK","All"
119,1996,239,2.77,2.32,0.0223,"1976-2021","UK","All"
119,1997,267,2.72,2.26,0.0224,"1976-2021","UK","All"
119,1998,270,2.61,2.16,0.0227,"1976-2021","UK","All"
119,1999,273,2.7,2.25,0.0223,"1976-2021","UK","All"
119,2000,297,2.5,2.05,0.0231,"1976-2021","UK","All"
119,2001,306,2.64,2.19,0.0226,"1976-2021","UK","All"
119,2002,336,2.64,2.18,0.0228,"1976-2021","UK","All"
119,2003,376,2.54,2.09,0.0228,"1976-2021","UK","All"
119,2004,401,2.72,2.27,0.0222,"1976-2021","UK","All"
119,2005,412,2.77,2.32,0.0221,"1976-2021","UK","All"
119,2006,444,2.38,1.93,0.0234,"1976-2021","UK","All"
119,2007,497,2.19,1.73,0.0246,"1976-2021","UK","All"
119,2008,527,2.22,1.77,0.0239,"1976-2021","UK","All"
119,2009,715,2.19,1.74,0.0236,"1976-2021","UK","All"
119,2010,708,2.08,1.63,0.0243,"1976-2021","UK","All"
119,2011,703,2.16,1.71,0.024,"1976-2021","UK","All"
119,2012,731,2.08,1.63,0.0243,"1976-2021","UK","All"
119,2013,803,2.28,1.83,0.023,"1976-2021","UK","All"
119,2014,892,2.5,2.05,0.0222,"1976-2021","UK","All"
119,2015,970,2.59,2.14,0.022,"1976-2021","UK","All"
119,2016,986,2.32,1.87,0.0225,"1976-2021","UK","All"
119,2017,1069,2.39,1.94,0.0222,"1976-2021","UK","All"
119,2018,1130,2.23,1.78,0.0225,"1976-2021","UK","All"
119,2019,1158,2.42,1.97,0.0221,"1976-2021","UK","All"
119,2020,1011,2.33,1.87,0.0226,"1976-2021","UK","All"
119,2021,1112,2.33,1.88,0.0224,"1976-2021","UK","All"
120,1976,34,2,2.02,0.0154,"1976-2021","UK","All"
120,1977,49,1.99,2.01,0.014,"1976-2021","UK","All"
120,1978,54,1.77,1.79,0.0152,"1976-2021","UK","All"
120,1979,64,2.07,2.09,0.0125,"1976-2021","UK","All"
120,1980,71,2.02,2.04,0.0126,"1976-2021","UK","All"
120,1981,74,2.26,2.28,0.0115,"1976-2021","UK","All"
120,1982,78,2.4,2.43,0.0111,"1976-2021","UK","All"
120,1983,89,2.34,2.36,0.011,"1976-2021","UK","All"
120,1984,98,2.51,2.53,0.0107,"1976-2021","UK","All"
120,1985,108,2.2,2.22,0.0113,"1976-2021","UK","All"
120,1986,117,2.24,2.26,0.0111,"1976-2021","UK","All"
120,1987,140,2.04,2.06,0.0116,"1976-2021","UK","All"
120,1988,160,1.98,2.01,0.0115,"1976-2021","UK","All"
120,1989,188,2.16,2.18,0.0109,"1976-2021","UK","All"
120,1990,213,2.1,2.12,0.0109,"1976-2021","UK","All"
120,1991,237,2.34,2.36,0.0106,"1976-2021","UK","All"
120,1992,263,2.3,2.32,0.0106,"1976-2021","UK","All"
120,1993,288,2.15,2.17,0.0107,"1976-2021","UK","All"
120,1994,313,2.31,2.33,0.0105,"1976-2021","UK","All"
120,1995,368,2.25,2.27,0.0105,"1976-2021","UK","All"
120,1996,406,2.26,2.28,0.0105,"1976-2021","UK","All"
120,1997,434,2.13,2.15,0.0105,"1976-2021","UK","All"
120,1998,444,1.89,1.91,0.0108,"1976-2021","UK","All"
120,1999,477,2.02,2.04,0.0106,"1976-2021","UK","All"
120,2000,515,2.01,2.03,0.0106,"1976-2021","UK","All"
120,2001,497,1.99,2.01,0.0107,"1976-2021","UK","All"
120,2002,573,1.9,1.93,0.0107,"1976-2021","UK","All"
120,2003,635,1.97,1.99,0.0106,"1976-2021","UK","All"
120,2004,629,1.78,1.8,0.0109,"1976-2021","UK","All"
120,2005,640,1.82,1.84,0.0108,"1976-2021","UK","All"
120,2006,679,1.72,1.74,0.0109,"1976-2021","UK","All"
120,2007,843,1.59,1.61,0.0111,"1976-2021","UK","All"
120,2008,859,1.61,1.63,0.011,"1976-2021","UK","All"
120,2009,1210,1.72,1.74,0.0108,"1976-2021","UK","All"
120,2010,1232,1.64,1.66,0.0109,"1976-2021","UK","All"
120,2011,1266,1.66,1.68,0.0108,"1976-2021","UK","All"
120,2012,1320,1.56,1.58,0.011,"1976-2021","UK","All"
120,2013,1457,1.87,1.89,0.0106,"1976-2021","UK","All"
120,2014,1582,2,2.02,0.0105,"1976-2021","UK","All"
120,2015,1696,1.97,1.99,0.0105,"1976-2021","UK","All"
120,2016,1762,1.71,1.73,0.0106,"1976-2021","UK","All"
120,2017,1884,1.8,1.82,0.0105,"1976-2021","UK","All"
120,2018,1983,1.68,1.7,0.0106,"1976-2021","UK","All"
120,2019,2081,1.81,1.83,0.0105,"1976-2021","UK","All"
120,2020,1746,1.77,1.79,0.0106,"1976-2021","UK","All"
120,2021,2010,1.72,1.74,0.0106,"1976-2021","UK","All"
122,1976,38,2,2.14,0.0299,"1976-2021","UK","All"
122,1977,60,1.31,1.46,0.0401,"1976-2021","UK","All"
122,1978,65,1.09,1.23,0.0437,"1976-2021","UK","All"
122,1979,81,1.2,1.34,0.0368,"1976-2021","UK","All"
122,1980,87,1.47,1.61,0.0319,"1976-2021","UK","All"
122,1981,91,1.42,1.57,0.0321,"1976-2021","UK","All"
122,1982,96,2.25,2.39,0.0244,"1976-2021","UK","All"
122,1983,109,1.6,1.74,0.0285,"1976-2021","UK","All"
122,1984,117,1.5,1.65,0.0293,"1976-2021","UK","All"
122,1985,126,1.45,1.59,0.0292,"1976-2021","UK","All"
122,1986,135,1.53,1.68,0.0277,"1976-2021","UK","All"
122,1987,158,1.78,1.92,0.0256,"1976-2021","UK","All"
122,1988,180,1.44,1.58,0.0279,"1976-2021","UK","All"
122,1989,215,2.01,2.15,0.0242,"1976-2021","UK","All"
122,1990,241,1.92,2.06,0.0244,"1976-2021","UK","All"
122,1991,268,1.7,1.84,0.0251,"1976-2021","UK","All"
122,1992,301,2.15,2.29,0.0237,"1976-2021","UK","All"
122,1993,331,1.78,1.92,0.0245,"1976-2021","UK","All"
122,1994,365,1.92,2.06,0.024,"1976-2021","UK","All"
122,1995,422,2.08,2.22,0.0236,"1976-2021","UK","All"
122,1996,463,2.44,2.58,0.0233,"1976-2021","UK","All"
122,1997,490,1.86,2,0.0239,"1976-2021","UK","All"
122,1998,507,1.9,2.04,0.0238,"1976-2021","UK","All"
122,1999,526,1.94,2.08,0.0237,"1976-2021","UK","All"
122,2000,574,2.06,2.21,0.0235,"1976-2021","UK","All"
122,2001,543,1.94,2.08,0.0237,"1976-2021","UK","All"
122,2002,639,1.88,2.02,0.0237,"1976-2021","UK","All"
122,2003,713,2.33,2.47,0.0233,"1976-2021","UK","All"
122,2004,735,1.67,1.82,0.024,"1976-2021","UK","All"
122,2005,764,2,2.14,0.0235,"1976-2021","UK","All"
122,2006,848,2.17,2.32,0.0233,"1976-2021","UK","All"
122,2007,1076,2.1,2.25,0.0234,"1976-2021","UK","All"
122,2008,1054,1.85,1.99,0.0236,"1976-2021","UK","All"
122,2009,1592,1.8,1.94,0.0236,"1976-2021","UK","All"
122,2010,1585,1.79,1.94,0.0236,"1976-2021","UK","All"
122,2011,1608,2.12,2.26,0.0233,"1976-2021","UK","All"
122,2012,1636,2,2.14,0.0234,"1976-2021","UK","All"
122,2013,1810,1.56,1.7,0.0238,"1976-2021","UK","All"
122,2014,1929,2.02,2.16,0.0233,"1976-2021","UK","All"
122,2015,2076,1.79,1.94,0.0235,"1976-2021","UK","All"
122,2016,2143,2.07,2.21,0.0233,"1976-2021","UK","All"
122,2017,2320,2.32,2.47,0.0232,"1976-2021","UK","All"
122,2018,2452,1.72,1.86,0.0235,"1976-2021","UK","All"
122,2019,2600,2.19,2.33,0.0232,"1976-2021","UK","All"
122,2020,2154,2.1,2.24,0.0233,"1976-2021","UK","All"
122,2021,2563,2.21,2.35,0.0232,"1976-2021","UK","All"
123,1976,37,2,1.72,0.0789,"1976-2021","UK","All"
123,1977,55,1.94,1.66,0.0688,"1976-2021","UK","All"
123,1978,59,1.18,0.9,0.142,"1976-2021","UK","All"
123,1979,78,1.86,1.58,0.0594,"1976-2021","UK","All"
123,1980,84,3.03,2.75,0.0282,"1976-2021","UK","All"
123,1981,88,1.59,1.31,0.0745,"1976-2021","UK","All"
123,1982,92,2.89,2.61,0.0288,"1976-2021","UK","All"
123,1983,106,2.31,2.03,0.0369,"1976-2021","UK","All"
123,1984,112,1.1,0.82,0.115,"1976-2021","UK","All"
123,1985,125,2.64,2.37,0.0302,"1976-2021","UK","All"
123,1986,133,1.96,1.69,0.0441,"1976-2021","UK","All"
123,1987,156,1.61,1.33,0.0549,"1976-2021","UK","All"
123,1988,178,2.89,2.61,0.0267,"1976-2021","UK","All"
123,1989,211,2.15,1.88,0.0327,"1976-2021","UK","All"
123,1990,237,2.5,2.22,0.0282,"1976-2021","UK","All"
123,1991,262,2.28,2,0.0299,"1976-2021","UK","All"
123,1992,292,2.59,2.32,0.0269,"1976-2021","UK","All"
123,1993,323,1.23,0.95,0.0585,"1976-2021","UK","All"
123,1994,355,2.6,2.32,0.0264,"1976-2021","UK","All"
123,1995,411,2.21,1.93,0.0285,"1976-2021","UK","All"
123,1996,462,4.07,3.79,0.0244,"1976-2021","UK","All"
123,1997,470,1.63,1.35,0.0365,"1976-2021","UK","All"
123,1998,488,2.26,1.98,0.0277,"1976-2021","UK","All"
123,1999,508,1.98,1.7,0.03,"1976-2021","UK","All"
123,2000,558,2.82,2.55,0.0252,"1976-2021","UK","All"
123,2001,536,2.12,1.84,0.0285,"1976-2021","UK","All"
123,2002,630,2.65,2.38,0.0254,"1976-2021","UK","All"
123,2003,713,3.46,3.19,0.0245,"1976-2021","UK","All"
123,2004,731,2.61,2.33,0.0255,"1976-2021","UK","All"
123,2005,754,1.87,1.59,0.0299,"1976-2021","UK","All"
123,2006,835,3.07,2.79,0.0247,"1976-2021","UK","All"
123,2007,985,2.46,2.19,0.0257,"1976-2021","UK","All"
123,2008,1007,1.6,1.32,0.0329,"1976-2021","UK","All"
123,2009,1606,3.79,3.51,0.0244,"1976-2021","UK","All"
123,2010,1487,1.92,1.65,0.0279,"1976-2021","UK","All"
123,2011,1478,1.86,1.58,0.0284,"1976-2021","UK","All"
123,2012,1483,1.56,1.28,0.0324,"1976-2021","UK","All"
123,2013,1630,1.99,1.71,0.0271,"1976-2021","UK","All"
123,2014,1753,1.85,1.57,0.0278,"1976-2021","UK","All"
123,2015,1923,2.37,2.09,0.0254,"1976-2021","UK","All"
123,2016,1991,2.32,2.04,0.0255,"1976-2021","UK","All"
123,2017,2154,2.22,1.94,0.0257,"1976-2021","UK","All"
123,2018,2311,2.16,1.88,0.0257,"1976-2021","UK","All"
123,2019,2497,3.48,3.2,0.0245,"1976-2021","UK","All"
123,2020,1997,1.71,1.43,0.0291,"1976-2021","UK","All"
123,2021,2285,2.39,2.11,0.0253,"1976-2021","UK","All"
2,1976,6,2,2.56,0.0418,"1976-2021","Wales","All"
2,1977,10,1.47,2.02,0.0505,"1976-2021","Wales","All"
2,1978,10,1.31,1.86,0.0549,"1976-2021","Wales","All"
2,1979,12,1.42,1.98,0.0486,"1976-2021","Wales","All"
2,1980,10,1.59,2.15,0.0489,"1976-2021","Wales","All"
2,1981,10,1.31,1.87,0.0521,"1976-2021","Wales","All"
2,1982,9,2.16,2.71,0.0351,"1976-2021","Wales","All"
2,1983,11,1.58,2.13,0.0456,"1976-2021","Wales","All"
2,1984,9,1.75,2.31,0.0401,"1976-2021","Wales","All"
2,1985,9,1.42,1.98,0.0529,"1976-2021","Wales","All"
2,1986,7,0.59,1.15,0.122,"1976-2021","Wales","All"
2,1987,8,1.24,1.79,0.0597,"1976-2021","Wales","All"
2,1988,7,1.27,1.83,0.0631,"1976-2021","Wales","All"
2,1989,6,1.56,2.11,0.053,"1976-2021","Wales","All"
2,1990,7,1.72,2.28,0.0454,"1976-2021","Wales","All"
2,1991,7,1.64,2.2,0.048,"1976-2021","Wales","All"
2,1992,8,1.43,1.99,0.0524,"1976-2021","Wales","All"
2,1993,13,1.21,1.76,0.0503,"1976-2021","Wales","All"
2,1994,13,0.99,1.54,0.0593,"1976-2021","Wales","All"
2,1995,16,1.67,2.22,0.0399,"1976-2021","Wales","All"
2,1996,16,1.71,2.26,0.0396,"1976-2021","Wales","All"
2,1997,17,1.8,2.36,0.0384,"1976-2021","Wales","All"
2,1998,15,0.99,1.55,0.0595,"1976-2021","Wales","All"
2,1999,16,0.94,1.5,0.0572,"1976-2021","Wales","All"
2,2000,16,1.31,1.86,0.0455,"1976-2021","Wales","All"
2,2001,19,1.74,2.29,0.0392,"1976-2021","Wales","All"
2,2002,24,1.48,2.04,0.0404,"1976-2021","Wales","All"
2,2003,28,1.87,2.43,0.0374,"1976-2021","Wales","All"
2,2004,30,1.55,2.11,0.0399,"1976-2021","Wales","All"
2,2005,35,1.3,1.85,0.0423,"1976-2021","Wales","All"
2,2006,37,1.4,1.95,0.0409,"1976-2021","Wales","All"
2,2007,70,1.43,1.98,0.0399,"1976-2021","Wales","All"
2,2008,57,1.05,1.6,0.0484,"1976-2021","Wales","All"
2,2009,71,1.22,1.78,0.0441,"1976-2021","Wales","All"
2,2010,68,1.59,2.14,0.0398,"1976-2021","Wales","All"
2,2011,62,1.55,2.1,0.0403,"1976-2021","Wales","All"
2,2012,64,1.36,1.92,0.044,"1976-2021","Wales","All"
2,2013,82,1.73,2.28,0.0392,"1976-2021","Wales","All"
2,2014,89,1.59,2.14,0.0386,"1976-2021","Wales","All"
2,2015,86,1.51,2.06,0.0393,"1976-2021","Wales","All"
2,2016,85,1.18,1.74,0.0431,"1976-2021","Wales","All"
2,2017,87,1.1,1.66,0.0446,"1976-2021","Wales","All"
2,2018,90,1.21,1.77,0.0428,"1976-2021","Wales","All"
2,2019,86,1.42,1.97,0.0408,"1976-2021","Wales","All"
2,2020,49,1.71,2.26,0.0411,"1976-2021","Wales","All"
2,2021,80,1.39,1.94,0.042,"1976-2021","Wales","All"
4,1978,8,2,1.6,0.0707,"1976-2021","Wales","All"
4,1979,11,2.09,1.69,0.0734,"1976-2021","Wales","All"
4,1980,9,2.06,1.66,0.0774,"1976-2021","Wales","All"
4,1981,10,2.38,1.98,0.0702,"1976-2021","Wales","All"
4,1982,9,1.94,1.54,0.0833,"1976-2021","Wales","All"
4,1983,10,2.05,1.65,0.0754,"1976-2021","Wales","All"
4,1984,8,2.3,1.91,0.0639,"1976-2021","Wales","All"
4,1985,8,2.1,1.7,0.0737,"1976-2021","Wales","All"
4,1986,6,2.2,1.8,0.076,"1976-2021","Wales","All"
4,1987,7,2.32,1.92,0.0727,"1976-2021","Wales","All"
4,1988,6,2.22,1.82,0.0734,"1976-2021","Wales","All"
4,1989,5,2.37,1.97,0.0717,"1976-2021","Wales","All"
4,1990,6,2.34,1.94,0.0677,"1976-2021","Wales","All"
4,1991,6,2.33,1.93,0.0705,"1976-2021","Wales","All"
4,1992,7,2.03,1.64,0.0801,"1976-2021","Wales","All"
4,1993,12,2.11,1.71,0.0707,"1976-2021","Wales","All"
4,1994,12,2.06,1.66,0.0722,"1976-2021","Wales","All"
4,1995,15,2.27,1.87,0.0682,"1976-2021","Wales","All"
4,1996,14,2.36,1.97,0.0652,"1976-2021","Wales","All"
4,1997,15,2.29,1.89,0.0663,"1976-2021","Wales","All"
4,1998,13,2.3,1.9,0.0661,"1976-2021","Wales","All"
4,1999,14,2.44,2.04,0.0637,"1976-2021","Wales","All"
4,2000,14,2.61,2.21,0.061,"1976-2021","Wales","All"
4,2001,14,2.49,2.09,0.0641,"1976-2021","Wales","All"
4,2002,21,2.57,2.17,0.0605,"1976-2021","Wales","All"
4,2003,25,2.45,2.06,0.0629,"1976-2021","Wales","All"
4,2004,26,2.43,2.03,0.062,"1976-2021","Wales","All"
4,2005,31,2.49,2.09,0.0612,"1976-2021","Wales","All"
4,2006,32,2.6,2.2,0.0601,"1976-2021","Wales","All"
4,2007,40,2.6,2.21,0.0592,"1976-2021","Wales","All"
4,2008,39,2.48,2.08,0.0599,"1976-2021","Wales","All"
4,2009,39,2.62,2.22,0.0606,"1976-2021","Wales","All"
4,2010,34,2.59,2.19,0.0607,"1976-2021","Wales","All"
4,2011,32,2.76,2.37,0.0598,"1976-2021","Wales","All"
4,2012,30,2.51,2.11,0.0664,"1976-2021","Wales","All"
4,2013,35,2.54,2.14,0.0621,"1976-2021","Wales","All"
4,2014,43,2.74,2.35,0.0591,"1976-2021","Wales","All"
4,2015,48,2.63,2.23,0.0598,"1976-2021","Wales","All"
4,2016,51,2.54,2.14,0.0597,"1976-2021","Wales","All"
4,2017,55,2.67,2.28,0.0593,"1976-2021","Wales","All"
4,2018,57,2.6,2.2,0.06,"1976-2021","Wales","All"
4,2019,57,2.84,2.45,0.0587,"1976-2021","Wales","All"
4,2020,33,2.57,2.17,0.0717,"1976-2021","Wales","All"
4,2021,50,2.62,2.22,0.0622,"1976-2021","Wales","All"
8,1983,7,2,1.85,0.317,"1976-2021","Wales","All"
8,1984,6,1.97,1.82,0.317,"1976-2021","Wales","All"
8,1985,6,2.02,1.87,0.317,"1976-2021","Wales","All"
8,1986,5,2.03,1.88,0.318,"1976-2021","Wales","All"
8,1987,6,2.09,1.93,0.318,"1976-2021","Wales","All"
8,1988,5,1.79,1.63,0.319,"1976-2021","Wales","All"
8,1989,5,1.85,1.7,0.318,"1976-2021","Wales","All"
8,1990,6,1.78,1.63,0.318,"1976-2021","Wales","All"
8,1991,7,1.78,1.62,0.318,"1976-2021","Wales","All"
8,1992,8,2.07,1.92,0.317,"1976-2021","Wales","All"
8,1993,11,2.01,1.86,0.317,"1976-2021","Wales","All"
8,1994,12,2,1.85,0.317,"1976-2021","Wales","All"
8,1995,15,1.98,1.83,0.317,"1976-2021","Wales","All"
8,1996,14,1.99,1.83,0.317,"1976-2021","Wales","All"
8,1997,15,2.11,1.96,0.317,"1976-2021","Wales","All"
8,1998,14,2.04,1.89,0.317,"1976-2021","Wales","All"
8,1999,15,1.93,1.78,0.317,"1976-2021","Wales","All"
8,2000,15,2.34,2.18,0.317,"1976-2021","Wales","All"
8,2001,17,2.11,1.96,0.317,"1976-2021","Wales","All"
8,2002,22,2.01,1.86,0.317,"1976-2021","Wales","All"
8,2003,24,2.34,2.19,0.317,"1976-2021","Wales","All"
8,2004,26,2.2,2.04,0.317,"1976-2021","Wales","All"
8,2005,30,2.18,2.03,0.317,"1976-2021","Wales","All"
8,2006,33,2.22,2.07,0.317,"1976-2021","Wales","All"
8,2007,57,2.09,1.94,0.317,"1976-2021","Wales","All"
8,2008,49,2.21,2.06,0.317,"1976-2021","Wales","All"
8,2009,60,2.33,2.17,0.317,"1976-2021","Wales","All"
8,2010,61,2.36,2.21,0.317,"1976-2021","Wales","All"
8,2011,57,2.35,2.2,0.317,"1976-2021","Wales","All"
8,2012,64,2.21,2.06,0.317,"1976-2021","Wales","All"
8,2013,71,2.48,2.33,0.317,"1976-2021","Wales","All"
8,2014,78,2.57,2.41,0.317,"1976-2021","Wales","All"
8,2015,79,2.55,2.4,0.317,"1976-2021","Wales","All"
8,2016,79,2.4,2.25,0.317,"1976-2021","Wales","All"
8,2017,83,2.45,2.3,0.317,"1976-2021","Wales","All"
8,2018,83,2.26,2.11,0.317,"1976-2021","Wales","All"
8,2019,82,2.41,2.25,0.317,"1976-2021","Wales","All"
8,2020,49,2.3,2.14,0.317,"1976-2021","Wales","All"
8,2021,75,2.18,2.03,0.317,"1976-2021","Wales","All"
12,1979,8,2,2.59,0.0603,"1976-2021","Wales","All"
12,1980,8,2.07,2.66,0.0601,"1976-2021","Wales","All"
12,1981,8,1.8,2.4,0.0702,"1976-2021","Wales","All"
12,1982,8,1.65,2.24,0.0741,"1976-2021","Wales","All"
12,1983,9,1.68,2.27,0.0716,"1976-2021","Wales","All"
12,1984,7,2.01,2.6,0.0588,"1976-2021","Wales","All"
12,1985,7,1.82,2.41,0.0675,"1976-2021","Wales","All"
12,1986,7,1.91,2.5,0.0625,"1976-2021","Wales","All"
12,1987,7,1.76,2.35,0.0677,"1976-2021","Wales","All"
12,1988,7,1.49,2.09,0.0823,"1976-2021","Wales","All"
12,1989,6,1.42,2.02,0.0856,"1976-2021","Wales","All"
12,1990,7,1.26,1.85,0.0972,"1976-2021","Wales","All"
12,1991,8,1.55,2.14,0.0766,"1976-2021","Wales","All"
12,1992,8,1.65,2.25,0.0731,"1976-2021","Wales","All"
12,1993,9,1.76,2.35,0.0596,"1976-2021","Wales","All"
12,1994,10,1.76,2.36,0.07,"1976-2021","Wales","All"
12,1995,12,1.62,2.22,0.0625,"1976-2021","Wales","All"
12,1996,12,1.73,2.32,0.0711,"1976-2021","Wales","All"
12,1997,13,1.87,2.46,0.0579,"1976-2021","Wales","All"
12,1998,12,1.37,1.96,0.0714,"1976-2021","Wales","All"
12,1999,13,0.59,1.18,0.123,"1976-2021","Wales","All"
12,2000,13,0.8,1.39,0.0982,"1976-2021","Wales","All"
12,2001,15,0.95,1.55,0.0916,"1976-2021","Wales","All"
12,2002,16,0.73,1.33,0.102,"1976-2021","Wales","All"
12,2003,18,1.18,1.78,0.0737,"1976-2021","Wales","All"
12,2004,20,1.22,1.81,0.0651,"1976-2021","Wales","All"
12,2005,20,1.19,1.78,0.0666,"1976-2021","Wales","All"
12,2006,20,1.2,1.79,0.0647,"1976-2021","Wales","All"
12,2007,24,0.92,1.52,0.0735,"1976-2021","Wales","All"
12,2008,22,0.97,1.57,0.071,"1976-2021","Wales","All"
12,2009,25,1.16,1.76,0.0662,"1976-2021","Wales","All"
12,2010,28,1.3,1.89,0.0614,"1976-2021","Wales","All"
12,2011,26,1.4,2,0.06,"1976-2021","Wales","All"
12,2012,23,1.01,1.61,0.0761,"1976-2021","Wales","All"
12,2013,28,1.39,1.98,0.0647,"1976-2021","Wales","All"
12,2014,36,1.27,1.86,0.0595,"1976-2021","Wales","All"
